X,Y,Z
-0.363676965,-1.68718493,0.706164241
-0.396348804,-1.66260445,0.753070891
-0.158740565,-1.6412698,0.771407604
-0.204949602,-1.68787313,0.706514716
-0.253708124,-1.6899842,0.679612339
-0.284579694,-1.68983376,0.679582298
-0.189351708,-1.6782248,0.732546806
-0.221251652,-1.69013119,0.679407775
-0.315327555,-1.68966854,0.679232299
-0.189006269,-1.69024396,0.678590655
-0.173719704,-1.66240621,0.754430175
-1.68371832,-1.63324451,0.59682411
-1.71556079,-1.63289988,0.596711636
-0.173357263,-1.68780577,0.707474709
-0.761531115,-1.63809729,0.597062826
-0.126927748,-1.64147007,0.771379471
-0.157688349,-1.67826378,0.732757092
-0.0951356143,-1.64259636,0.770786941
-0.142008573,-1.66235948,0.754639089
-1.74731898,-1.63269353,0.596680462
-0.110359527,-1.66256559,0.754583418
-1.7790606,-1.63258457,0.59670639
-1.81081128,-1.63252401,0.596760929
-0.125891328,-1.67854464,0.732521415
-0.141610473,-1.68802619,0.707185745
-0.0789363831,-1.66348004,0.75377804
-0.158237025,-1.69046259,0.68001014
-0.0632953271,-1.6419636,0.771267056
0.0472121835,-1.68956161,0.704292715
-0.0957005918,-1.67878449,0.732346535
-0.111023746,-1.68816233,0.707235217
0.0323927067,-1.64539242,0.769403279
-0.126283154,-1.69062698,0.680258691
-0.0793650448,-1.68837333,0.706982553
-0.0639603809,-1.67968071,0.730935156
-0.0945321843,-1.69077909,0.680229664
-0.048007343,-1.68884706,0.705524504
-0.0650119409,-1.69088817,0.679470301
-0.112302348,-1.6862036,0.654179454
-0.0321681127,-1.67955542,0.731470883
-1.973979,-1.68068445,0.699268162
-0.0804606974,-1.68610156,0.653368235
-0.0333399475,-1.69092774,0.677499413
-0.0488478541,-1.68605137,0.652741134
-0.0175434072,-1.68560636,0.650973141
-0.0664731041,-1.67459393,0.628961086
-0.00157126167,-1.6911056,0.677874684
-0.0347829796,-1.67395222,0.627756894
-0.0980263576,-1.67488551,0.629650414
-0.142098576,-1.68589342,0.653648853
-0.00313100568,-1.67278159,0.625830173
-0.0161701813,-1.68925226,0.70431
-0.0828836188,-1.65730608,0.608815372
-0.129710317,-1.67505121,0.630152822
-0.0511662513,-1.65645254,0.607920885
0.0188711397,-1.68544769,0.650025606
-1.83557999,-1.67402959,0.724832892
